사업장명,업종구분대분류,업종구분소분류,도로명전체주소
올레족앤쌈,일반음식점,한식,제주특별자치도 서귀포시 서문로 30 (서귀동)
대웅이네,일반음식점,횟집,"제주특별자치도 서귀포시 천지로 4, 1층 (서귀동)"
다한,일반음식점,기타,제주특별자치도 서귀포시 남원읍 일주동로 6523
시원한동태탕,일반음식점,일식,"제주특별자치도 서귀포시 동홍로162번길 3, 2층 (동홍동)"
낭구지횟집,일반음식점,일식,제주특별자치도 서귀포시 표선면 민속해안로 585
뚱이모네분식,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모중앙로32번길 17
난드르바당,일반음식점,한식,제주특별자치도 서귀포시 하예하동로16번길 11-1 (하예동)
플렌비,일반음식점,경양식,제주특별자치도 서귀포시 중문관광로 323 (중문동)
제주밥상,일반음식점,한식,"제주특별자치도 서귀포시 이어도로 720, 1층 (강정동)"
주희식당본점,일반음식점,한식,제주특별자치도 서귀포시 중정로91번길 16 (서귀동)
다래,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로 214
수눌음,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모항구로 50
에이바웃중문점,일반음식점,한식,제주특별자치도 서귀포시 천제연로 184 (중문동)
해궁맛집,일반음식점,한식,"제주특별자치도 서귀포시 칠십리로 115, 1층 (서귀동)"
꾸바꾸바서귀포1호점,일반음식점,호프/통닭,제주특별자치도 서귀포시 중앙로 148 (동홍동)
황금식당,일반음식점,한식,제주특별자치도 서귀포시 동홍동로 38 (동홍동)
유돈가,일반음식점,한식,제주특별자치도 서귀포시 표선면 가시로 63
쉐프의중국집,일반음식점,기타,제주특별자치도 서귀포시 대정읍 영어도시로 8
무송,일반음식점,뷔페식,"제주특별자치도 서귀포시 토평공단로 78-22, 1동 1층 (토평동)"
빌레왓,일반음식점,한식,제주특별자치도 서귀포시 안덕면 화순서동로 14
아는동생,일반음식점,한식,제주특별자치도 서귀포시 동홍남로 69 (동홍동)
성산흑돈쭐별관,일반음식점,분식,"제주특별자치도 서귀포시 성산읍 성산중앙로 69, 1층"
오봉집제주서귀포점,일반음식점,한식,"제주특별자치도 서귀포시 동홍중앙로66번길 30-7, 1층 (동홍동)"
표선1번회센타,일반음식점,일식,제주특별자치도 서귀포시 표선면 표선중앙로 103
쉬다가게,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계남로21번길 27
맨도롱또똣,일반음식점,뷔페식,"제주특별자치도 서귀포시 동문로 42, 케니스토리인 1층 (서귀동)"
서귀포괸당네갈치요리,일반음식점,한식,"제주특별자치도 서귀포시 칠십리로 123, 1층 (서귀동)"
정성을다하는엄마손맛,일반음식점,분식,제주특별자치도 서귀포시 효돈로 169 (하효동)
허갈닭강정서귀포점,일반음식점,호프/통닭,"제주특별자치도 서귀포시 일주동로 8544, 1층 (동홍동)"
외가집,일반음식점,기타,"제주특별자치도 서귀포시 이어도로 866-29, 1층 (법환동)"
만복이네,일반음식점,한식,"제주특별자치도 서귀포시 대정읍 보성상로 22-3, 1층"
다빈식당,일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 동문로 30 (서귀동)
속에천불청송얼음막걸리동홍점,일반음식점,탕류(보신용),제주특별자치도 서귀포시 동홍중앙로 73 (동홍동)
일송정가든,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선동서로 211
거제아구찜,일반음식점,한식,제주특별자치도 서귀포시 대정읍 신영로94번길 8
페리카나중문점,일반음식점,통닭(치킨),제주특별자치도 서귀포시 천제연로185번길 3-1 (중문동)
네네치킨중문점,일반음식점,통닭(치킨),제주특별자치도 서귀포시 천제연로 191 (중문동)
가파도해물짜장짬뽕,일반음식점,중국식,제주특별자치도 서귀포시 대정읍 가파로67번길 1
홈치,일반음식점,한식,제주특별자치도 서귀포시 중앙로207번길 4 (서홍동)
호로록,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일주동로 4230
하노이식당,일반음식점,일식,"제주특별자치도 서귀포시 서호중로 84, 1층 (서호동)"
태흥금수강산,일반음식점,한식,제주특별자치도 서귀포시 남원읍 일주동로 6729
맥시카나대평점,일반음식점,호프/통닭,제주특별자치도 서귀포시 안덕면 난드르로 4
사우스포레스트,일반음식점,한식,제주특별자치도 서귀포시 516로 574-23 (상효동)
깨끗한집,일반음식점,한식,제주특별자치도 서귀포시 중정로91번길 19 (서귀동)
미풍해장국,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선중앙로58번길 33
락쿤,일반음식점,한식,제주특별자치도 서귀포시 남원읍 위미중앙로 274-43
새당골,일반음식점,한식,제주특별자치도 서귀포시 안덕면 덕수서로 40
신평올레,일반음식점,한식,제주특별자치도 서귀포시 대정읍 신평로 11
대섭가든,일반음식점,한식,제주특별자치도 서귀포시 표선면 중산간동로 4726-16
범섬족발,일반음식점,한식,제주특별자치도 서귀포시 월드컵로 158 (강정동)
아꼬운,일반음식점,한식,제주특별자치도 서귀포시 안덕면 화순로 40
삼다해물뚝배기,일반음식점,한식,제주특별자치도 서귀포시 일주동로 8167 (하효동)
만선식당,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모항구로 44
보일식당,일반음식점,횟집,제주특별자치도 서귀포시 보목포로 45 (보목동)
대기정,일반음식점,한식,제주특별자치도 서귀포시 이어도로 41 (대포동)
해수정,일반음식점,한식,제주특별자치도 서귀포시 중산간동로 7739 (토평동)
금바우,일반음식점,한식,제주특별자치도 서귀포시 태평로371번길 4 (서귀동)
교촌치킨성산일출봉점,일반음식점,호프/통닭,"제주특별자치도 서귀포시 성산읍 성산등용로 78, 1층"
돈내코힐리조트,일반음식점,한식,제주특별자치도 서귀포시 돈내코로 180 (상효동)
가멍오멍,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선동서로 222-1
물영아리식당,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남조로 996
옵데강,일반음식점,한식,"제주특별자치도 서귀포시 표선면 일주동로 6347-17, 샤인빌리조트 샤인빌리지동 4층 11호"
주어코지국수창고,일반음식점,기타,제주특별자치도 서귀포시 성산읍 삼달하동로18번길 9-5
이치진,일반음식점,식육(숯불구이),"제주특별자치도 서귀포시 대청로 37, 1층 101호 (강정동)"
티바두마리치킨서귀포점,일반음식점,기타,제주특별자치도 서귀포시 태평로431번길 16 (서귀동)
소주와낙지,일반음식점,호프/통닭,제주특별자치도 서귀포시 중정로62번길 5 (서귀동)
남다른대구막창(신시가지점),일반음식점,한식,제주특별자치도 서귀포시 김정문화로41번길 24-5 (법환동)
어멍아방,일반음식점,한식,
오태식해바라기치킨성산점,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 52
마우돈,일반음식점,한식,제주특별자치도 서귀포시 성산읍 서성일로 1240
예감,일반음식점,한식,제주특별자치도 서귀포시 중정로91번길 42 (서귀동)
퐁낭,일반음식점,한식,제주특별자치도 서귀포시 표선면 가시로 384
이한칼국수,일반음식점,한식,제주특별자치도 서귀포시 태평로439번길 44 (서귀동)
부양맛집,일반음식점,분식,제주특별자치도 서귀포시 성산읍 환해장성로 389
돈이랑성산점,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일출로 30
한길정,일반음식점,한식,제주특별자치도 서귀포시 중산간동로 8128-6 (서홍동)
모닝해장국남원점,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로 634
이것이국밥이다서귀포점,일반음식점,한식,"제주특별자치도 서귀포시 홍중로 21, 1층 (서홍동)"
디바(D' Bar),일반음식점,한식,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하2층"
착한갈치,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 보목포로 35 (보목동)
누구나홀딱반한닭제주남원점,일반음식점,호프/통닭,"제주특별자치도 서귀포시 남원읍 태위로 672-4, 1층"
제주성산고기국수,일반음식점,분식,제주특별자치도 서귀포시 성산읍 성산등용로 2
하늘카페,일반음식점,기타,"제주특별자치도 서귀포시 성산읍 난산로41번길 50-12, 1층"
뚱실이키친,일반음식점,한식,제주특별자치도 서귀포시 서문로 49 (서귀동)
희로애락,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선중앙로90번길 4
대박포장마차,일반음식점,호프/통닭,제주특별자치도 서귀포시 중산간동로 8002-1 (동홍동)
다정이네올레시장본점,일반음식점,한식,제주특별자치도 서귀포시 동문로 59-1 (서귀동)
한빛분향소,일반음식점,한식,제주특별자치도 서귀포시 장수로 36 (동홍동)
서귀포홍가네삼겹살,일반음식점,한식,제주특별자치도 서귀포시 중앙로48번길 46 (서귀동)
시골밥상,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성오조로97번길 11
올레서울식당,일반음식점,한식,제주특별자치도 서귀포시 중정로61번길 8-1 (서귀동)
맘스터치서귀동홍점,일반음식점,한식,"제주특별자치도 서귀포시 동홍중앙로 52, 1층 (동홍동)"
올레길식당,일반음식점,분식,제주특별자치도 서귀포시 대정읍 가파로67번길 95-2
동수네횟집수산,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모항구로 지하 48
에캄(EKAM),일반음식점,기타,제주특별자치도 서귀포시 안덕면 형제해안로 72
닭발치킨먹고,일반음식점,호프/통닭,제주특별자치도 서귀포시 안덕면 화순해안로 67
정미네식당,일반음식점,한식,"제주특별자치도 서귀포시 성산읍 삼달하동로31번길 3, 1층"
고백소찬,일반음식점,한식,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 20-1
불닭발땡초동대문엽기떡볶이서귀포점,일반음식점,한식,제주특별자치도 서귀포시 명동로 7 (서귀동)
고래라면,일반음식점,분식,제주특별자치도 서귀포시 성산읍 삼달로 104
성산리조트식당,일반음식점,한식,제주특별자치도 서귀포시 성산읍 서성일로 726-35
예가,일반음식점,한식,"제주특별자치도 서귀포시 서호중로 82, 1층 (서호동)"
올랄라(OHLALA),일반음식점,기타,제주특별자치도 서귀포시 남원읍 서성로 427
댄싱포크,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 안덕면 산방로388번길 6
올레대박식당,일반음식점,한식,제주특별자치도 서귀포시 중정로91번길 49 (서귀동)
산이마을가든,일반음식점,한식,제주특별자치도 서귀포시 안덕면 감산중로 34
또올레,일반음식점,뷔페식,"제주특별자치도 서귀포시 표선면 표선중앙로 104, 1층"
제주김만복김밥서귀포점,일반음식점,중국식,"제주특별자치도 서귀포시 월드컵로 117, 1층 (강정동)"
놀소랑,일반음식점,호프/통닭,제주특별자치도 서귀포시 남원읍 하례로 306
알,일반음식점,한식,"제주특별자치도 서귀포시 중정로 14, 지하2층 (서귀동)"
주공한라식육식당,일반음식점,한식,제주특별자치도 서귀포시 동홍중앙로 30 (동홍동)
영수네고등어전문점,일반음식점,횟집,"제주특별자치도 서귀포시 대정읍 최남단해안로30번길 7, 1층"
소랑,일반음식점,경양식,제주특별자치도 서귀포시 중문관광로 224 (중문동)
동홍소랑,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 동홍남로 45 (동홍동)
24시뼈다귀탕중문점,일반음식점,한식,"제주특별자치도 서귀포시 중문관광로 335, 1층 (중문동)"
맥빙,일반음식점,호프/통닭,제주특별자치도 서귀포시 표선면 중산간동로 5264
라라코스트서귀포점,일반음식점,패밀리레스트랑,"제주특별자치도 서귀포시 일주동로 8670, 2층 (동홍동)"
